,house id,number of crimes,Assault,Breaking & Entering,Drugs,Property Crime,Robbery,Theft,Theft from Vehicle,Theft of Vehicle
425,1545808560,53,4.0,21.0,3.0,6.0,,12.0,7.0,
426,936000060,60,6.0,15.0,1.0,17.0,1.0,3.0,6.0,11.0
427,9808650060,2,,,,1.0,,,1.0,
428,3754700160,435,30.0,64.0,17.0,113.0,9.0,76.0,99.0,27.0
429,305500140,364,31.0,82.0,19.0,99.0,2.0,53.0,66.0,12.0
430,5468750060,16,1.0,6.0,,8.0,,,1.0,
431,2944010240,181,5.0,36.0,3.0,68.0,1.0,23.0,37.0,8.0
432,3454000060,4,1.0,,,,1.0,,,2.0
433,646910160,53,4.0,17.0,1.0,9.0,1.0,3.0,12.0,6.0
434,8564950390,31,4.0,3.0,2.0,12.0,,5.0,3.0,2.0
435,2268400350,8,,3.0,,2.0,,2.0,,1.0
436,7504101040,12,,4.0,,4.0,,1.0,1.0,2.0
437,11500890,31,4.0,3.0,,11.0,,5.0,7.0,1.0
438,9528102772,1,1.0,,,,,,,
439,284000223,266,23.0,74.0,4.0,66.0,3.0,30.0,45.0,21.0
440,3353401710,53,2.0,21.0,1.0,7.0,,13.0,5.0,4.0
441,8159610030,1208,86.0,298.0,20.0,302.0,15.0,148.0,237.0,102.0
442,3179100435,1,,,,,,,,1.0
443,822079033,51,6.0,14.0,2.0,15.0,1.0,6.0,4.0,3.0
444,8857600960,96,3.0,50.0,2.0,14.0,,13.0,6.0,8.0
445,1774000200,627,28.0,119.0,23.0,183.0,4.0,115.0,139.0,16.0
446,2024069128,39,2.0,14.0,1.0,10.0,,1.0,10.0,1.0
447,1049010390,585,62.0,91.0,20.0,150.0,5.0,98.0,140.0,19.0
448,7905370390,371,21.0,59.0,18.0,88.0,8.0,66.0,88.0,23.0
449,4140090240,2,,,,,,,2.0,
450,4055700030,89,1.0,17.0,4.0,23.0,3.0,13.0,28.0,
451,3775300030,59,5.0,9.0,3.0,18.0,1.0,7.0,13.0,3.0
452,2525300030,55,5.0,19.0,2.0,10.0,,12.0,7.0,
453,1324059104,124,6.0,32.0,1.0,27.0,,12.0,40.0,6.0
454,2287000030,0,,,,,,,,
455,7702010030,102,10.0,23.0,2.0,23.0,1.0,13.0,22.0,8.0
456,1529200340,224,25.0,39.0,7.0,54.0,2.0,65.0,27.0,5.0
457,2122039094,48,4.0,16.0,1.0,12.0,,11.0,2.0,2.0
458,1742800030,1559,156.0,479.0,49.0,350.0,36.0,177.0,175.0,137.0
459,1796360350,90,3.0,37.0,4.0,21.0,,11.0,11.0,3.0
460,6154500070,123,7.0,34.0,1.0,25.0,,11.0,41.0,4.0
461,1843100340,52,2.0,21.0,2.0,16.0,,8.0,2.0,1.0
462,8944290160,50,1.0,14.0,1.0,20.0,,7.0,5.0,2.0
463,4166600473,5,,2.0,1.0,1.0,,1.0,,
464,7282300125,2,,,,1.0,,,1.0,
465,8658300340,90,7.0,19.0,1.0,18.0,2.0,25.0,16.0,2.0
466,2419600075,0,,,,,,,,
467,2621760350,72,6.0,27.0,2.0,16.0,,9.0,8.0,4.0
468,1723049270,28,2.0,6.0,3.0,9.0,2.0,2.0,4.0,
469,4123840310,69,9.0,20.0,2.0,15.0,,12.0,10.0,1.0
470,2172000075,1512,212.0,346.0,53.0,406.0,54.0,128.0,135.0,178.0
471,8651611170,1,,,1.0,,,,,
472,8820902200,2,,,,,,1.0,1.0,
473,8651610890,2,,,1.0,,,,1.0,
474,1853080570,2,,1.0,,1.0,,,,
475,3629920030,7,,2.0,,,,2.0,3.0,
476,1604602050,5,,2.0,,1.0,,1.0,,1.0
477,6844700810,1,,1.0,,,,,,
478,66000070,1,1.0,,,,,,,
479,6665800030,3,,,,1.0,,,1.0,1.0
480,2205700350,149,13.0,32.0,1.0,37.0,1.0,21.0,36.0,8.0
481,5466000030,51,1.0,19.0,,18.0,,6.0,7.0,
482,6189200125,1,,,,,,,1.0,
483,9169600135,2,,,,2.0,,,,
484,2625069070,31,3.0,3.0,3.0,11.0,,3.0,7.0,1.0
485,8732131090,10,,2.0,,,,3.0,3.0,2.0
486,9286000240,26,2.0,7.0,,4.0,,2.0,11.0,
487,1895000260,56,6.0,8.0,17.0,10.0,4.0,6.0,5.0,
488,8691370400,17,,9.0,,3.0,,2.0,3.0,
489,5423010350,9,,5.0,,4.0,,,,
490,8562501040,6,1.0,1.0,,2.0,,1.0,1.0,
491,2475200140,26,2.0,9.0,,4.0,,5.0,4.0,2.0
492,7942100310,181,23.0,41.0,13.0,40.0,1.0,40.0,16.0,7.0
493,3760000030,171,11.0,29.0,3.0,42.0,6.0,23.0,46.0,11.0
494,1727500340,346,19.0,56.0,16.0,82.0,9.0,68.0,83.0,13.0
495,9828702519,8,,3.0,,2.0,,2.0,,1.0
496,4432600075,1,,,,,,,,1.0
497,7806300030,95,3.0,50.0,2.0,14.0,,13.0,6.0,7.0
498,9274202270,1,,,,,,,,1.0
499,7852030960,18,3.0,4.0,,6.0,,3.0,2.0,
500,7852170140,10,1.0,3.0,,1.0,,,5.0,
501,7518503335,1,,1.0,,,,,,
502,5467900070,6,,4.0,,1.0,,1.0,,
503,1245002952,12,,2.0,2.0,2.0,,2.0,3.0,1.0
504,8906200070,48,3.0,13.0,,10.0,,2.0,18.0,2.0
505,5379805885,4,,,,1.0,,2.0,,1.0
506,2769600560,1,,1.0,,,,,,
507,9238901420,1,,,,,,1.0,,
508,5113400431,2,,2.0,,,,,,
509,3885805665,14,,4.0,2.0,2.0,,2.0,3.0,1.0
510,8121200810,258,8.0,45.0,4.0,106.0,2.0,25.0,60.0,8.0
511,5126310400,337,15.0,80.0,9.0,72.0,2.0,55.0,78.0,26.0
512,7322910030,117,2.0,34.0,3.0,27.0,2.0,22.0,25.0,2.0
513,2827100070,0,,,,,,,,
514,9276201895,1,,,,,,,,1.0
515,4402700070,1,,,,1.0,,,,
516,1922059046,22,2.0,5.0,1.0,4.0,1.0,6.0,3.0,
517,925059288,3,,1.0,,1.0,,,1.0,
518,4386700135,1,,,,1.0,,,,
519,1923069078,296,22.0,96.0,2.0,56.0,1.0,37.0,64.0,18.0
520,1432400335,270,11.0,75.0,3.0,61.0,1.0,28.0,58.0,33.0
521,1180003090,1150,90.0,364.0,24.0,247.0,25.0,139.0,148.0,113.0
522,726049331,1,,,,1.0,,,,
523,3340401555,3,1.0,,2.0,,,,,
524,7453000070,1771,140.0,192.0,78.0,497.0,70.0,494.0,173.0,127.0
525,4348800030,5,1.0,1.0,2.0,,,,1.0,
526,7202331420,234,15.0,45.0,1.0,71.0,3.0,24.0,69.0,6.0
527,3225079035,35,2.0,14.0,,11.0,,2.0,4.0,2.0
528,6381500700,10,,2.0,1.0,3.0,,1.0,3.0,
529,339500160,93,9.0,19.0,,23.0,,10.0,29.0,3.0
530,1545807610,56,4.0,25.0,3.0,5.0,,12.0,6.0,1.0
531,1843200240,12,,,5.0,3.0,1.0,1.0,2.0,
532,4403600270,1,,1.0,,,,,,
533,2008200060,2,,,1.0,1.0,,,,
534,1521069070,17,,4.0,1.0,7.0,,3.0,1.0,1.0
535,2459500310,638,42.0,154.0,22.0,161.0,4.0,87.0,139.0,29.0
536,6204420070,450,40.0,81.0,18.0,110.0,3.0,48.0,130.0,20.0
537,5694500105,4,,1.0,,2.0,,,1.0,
538,5466410030,7,,5.0,1.0,,,1.0,,
539,9485740340,16,4.0,5.0,2.0,2.0,,1.0,2.0,
540,622049114,0,,,,,,,,
541,2270000070,24,3.0,4.0,,5.0,,5.0,7.0,
542,1310900260,249,12.0,70.0,3.0,50.0,4.0,29.0,58.0,23.0
543,224069094,110,5.0,12.0,9.0,40.0,,18.0,25.0,1.0
544,7800800160,45,,11.0,1.0,21.0,,5.0,4.0,3.0
545,2944000240,117,4.0,29.0,3.0,39.0,1.0,13.0,26.0,2.0
546,4139400710,62,1.0,19.0,,11.0,,5.0,24.0,2.0
547,7899800860,3151,279.0,350.0,137.0,912.0,118.0,758.0,270.0,327.0
548,2473420140,1483,94.0,239.0,42.0,351.0,26.0,353.0,242.0,136.0
549,5000500055,137,17.0,36.0,4.0,31.0,1.0,15.0,15.0,18.0
550,4099500935,0,,,,,,,,
551,1373800295,0,,,,,,,,
552,4025300135,1,,,,,,,1.0,
553,3294700310,23,2.0,8.0,1.0,4.0,,4.0,2.0,2.0
554,8718500075,20,2.0,4.0,1.0,5.0,,2.0,4.0,2.0
555,4309710240,71,3.0,28.0,1.0,20.0,,11.0,7.0,1.0
556,5486800070,0,,,,,,,,
557,236400320,3,,2.0,,,,1.0,,
558,4376700570,4,,1.0,1.0,1.0,,,1.0,
559,8648100200,73,1.0,28.0,2.0,18.0,,10.0,9.0,5.0
560,3624079046,234,28.0,21.0,16.0,63.0,,49.0,45.0,12.0
561,1921069084,140,10.0,58.0,2.0,31.0,,22.0,11.0,6.0
562,6431500140,7,,1.0,,1.0,,,2.0,3.0
563,2725069050,13,2.0,,1.0,4.0,,3.0,3.0,
564,5307100060,36,4.0,8.0,,8.0,,6.0,9.0,1.0
565,7203102050,242,11.0,38.0,4.0,72.0,2.0,46.0,63.0,6.0
566,561000075,984,94.0,261.0,37.0,288.0,31.0,89.0,88.0,96.0
567,2436701180,2,,,,,,,,2.0
568,809002765,0,,,,,,,,
569,4045500710,22,2.0,4.0,,11.0,,3.0,1.0,1.0
570,5104510270,27,6.0,6.0,1.0,5.0,,3.0,5.0,1.0
571,98020350,62,1.0,15.0,4.0,8.0,,6.0,26.0,2.0
572,1714900060,45,3.0,6.0,5.0,15.0,,8.0,3.0,5.0
573,1189000030,17,2.0,4.0,1.0,4.0,1.0,4.0,,1.0
574,2473360060,1709,113.0,293.0,47.0,408.0,27.0,375.0,284.0,162.0
575,222069082,122,2.0,59.0,1.0,19.0,,28.0,8.0,5.0
576,8669160310,47,2.0,11.0,1.0,10.0,1.0,5.0,12.0,5.0
577,1526069135,115,10.0,42.0,2.0,32.0,1.0,10.0,17.0,1.0
578,1088650310,28,4.0,3.0,2.0,10.0,,5.0,2.0,2.0
579,8945200860,10,,2.0,,,,3.0,3.0,2.0
580,7853240200,17,1.0,4.0,,1.0,,,11.0,
581,7511800070,334,24.0,89.0,3.0,81.0,3.0,34.0,67.0,33.0
582,2998800125,0,,,,,,,,
583,3876300310,421,49.0,64.0,16.0,131.0,4.0,70.0,66.0,21.0
584,5419800510,120,11.0,28.0,3.0,41.0,1.0,9.0,17.0,10.0
585,192460060,366,35.0,51.0,19.0,104.0,1.0,59.0,80.0,17.0
586,7942601895,31,4.0,6.0,3.0,6.0,3.0,4.0,,5.0
587,7504010570,0,,,,,,,,
588,1442740140,95,10.0,33.0,3.0,20.0,1.0,14.0,12.0,2.0
589,6909200575,8,2.0,3.0,,,1.0,1.0,,1.0
590,2525069041,110,3.0,39.0,,44.0,,13.0,9.0,2.0
591,3620069036,74,3.0,24.0,,7.0,,4.0,35.0,1.0
592,2781280390,35,4.0,10.0,2.0,10.0,,2.0,7.0,
593,9542830350,45,3.0,8.0,6.0,10.0,,8.0,10.0,
594,1123049053,2871,334.0,739.0,99.0,786.0,87.0,276.0,253.0,297.0
595,8018600765,311,21.0,80.0,10.0,66.0,9.0,31.0,49.0,45.0
596,3278600240,1,1.0,,,,,,,
597,7846200070,150,3.0,16.0,11.0,27.0,1.0,14.0,69.0,9.0
598,662310400,3,,,,,,1.0,2.0,
599,8651100140,5,,2.0,1.0,,,1.0,1.0,
600,8682250350,166,4.0,26.0,4.0,61.0,,34.0,35.0,2.0
601,3211230260,267,12.0,100.0,4.0,55.0,1.0,43.0,37.0,15.0
602,4233400340,9,,6.0,,1.0,,,1.0,1.0
603,7199350340,15,1.0,1.0,,2.0,,3.0,8.0,
604,3904901710,476,20.0,77.0,35.0,163.0,6.0,62.0,107.0,6.0
605,240000058,8,1.0,2.0,,1.0,,1.0,3.0,
606,6865200444,4,,1.0,,2.0,,,1.0,
607,9498200046,24,2.0,1.0,3.0,2.0,3.0,5.0,4.0,4.0
608,1796380960,85,3.0,35.0,4.0,21.0,1.0,8.0,10.0,3.0
609,5631500868,46,2.0,8.0,1.0,12.0,,4.0,12.0,7.0
610,3126049411,12,,1.0,2.0,1.0,,2.0,3.0,3.0
611,2321300390,0,,,,,,,,
612,3905040800,604,30.0,83.0,40.0,193.0,5.0,82.0,160.0,11.0
613,4379400260,14,2.0,,1.0,4.0,,4.0,3.0,
614,5115000160,92,7.0,24.0,3.0,28.0,1.0,8.0,12.0,9.0
615,2826049234,26,4.0,3.0,6.0,2.0,3.0,2.0,5.0,1.0
616,6600700030,34,2.0,9.0,,10.0,,5.0,8.0,
617,3904930240,569,26.0,79.0,39.0,193.0,6.0,78.0,138.0,10.0
618,9407110700,181,13.0,27.0,1.0,57.0,,21.0,55.0,7.0
619,1682500160,58,2.0,15.0,3.0,8.0,,5.0,16.0,9.0
620,8078570390,100,7.0,24.0,3.0,36.0,1.0,10.0,14.0,5.0
621,3010300240,8,1.0,,,3.0,,,1.0,3.0
622,9500900135,34,4.0,3.0,2.0,11.0,,6.0,7.0,1.0
623,461001615,2,,2.0,,,,,,
624,6411600069,22,2.0,2.0,5.0,2.0,3.0,3.0,4.0,1.0
625,7812800565,2796,267.0,824.0,79.0,681.0,72.0,281.0,312.0,280.0
626,7548300731,13,2.0,2.0,3.0,1.0,,1.0,,4.0
627,8925100390,1,,,,,,,1.0,
628,7010700292,2,,2.0,,,,,,
629,9485951170,293,10.0,111.0,9.0,72.0,,43.0,35.0,13.0
630,5437820310,42,3.0,13.0,7.0,5.0,,4.0,9.0,1.0
631,582000135,2,,2.0,,,,,,
632,3204800370,34,4.0,3.0,1.0,5.0,,4.0,15.0,2.0
633,8832900550,2,,1.0,,,,,1.0,
634,9550204515,4,1.0,,,,1.0,,,2.0
635,7199330390,12,1.0,,,2.0,,1.0,8.0,
636,6131600060,3,1.0,,,1.0,,,,1.0
637,5379805460,4,,,,1.0,,2.0,,1.0
638,7212652180,490,33.0,126.0,5.0,98.0,,60.0,109.0,59.0
639,6379500640,1,,,,,,,,1.0
640,4315700060,0,,,,,,,,
641,3329500060,1045,77.0,246.0,21.0,273.0,13.0,122.0,206.0,87.0
642,4140090320,3,,1.0,,,,,2.0,
643,9385200045,1,,,,,,,,1.0
644,7852180340,37,2.0,12.0,2.0,7.0,,5.0,5.0,4.0
645,1545804340,50,4.0,14.0,3.0,7.0,,12.0,10.0,
646,2490200320,1,,,,,,1.0,,
647,2218000335,9,2.0,,,1.0,1.0,1.0,,4.0
648,922049078,6,,1.0,,1.0,,1.0,3.0,
649,2586800270,4682,430.0,731.0,199.0,1231.0,154.0,789.0,521.0,627.0
650,4338800370,21,1.0,2.0,1.0,5.0,,5.0,5.0,2.0
651,7214700350,430,21.0,98.0,13.0,114.0,4.0,88.0,84.0,8.0
652,3226200105,38,6.0,1.0,12.0,6.0,4.0,6.0,3.0,
653,2324039036,9,2.0,,,3.0,,,1.0,3.0
654,7849202231,169,21.0,19.0,13.0,35.0,1.0,29.0,42.0,9.0
655,5196410260,51,2.0,,,6.0,,9.0,34.0,
656,3760500116,109,4.0,25.0,1.0,28.0,2.0,7.0,37.0,5.0
657,2985800030,1,,,,,,,1.0,
658,259900160,3,,1.0,1.0,1.0,,,,
659,708000030,6,1.0,1.0,2.0,,,,2.0,
660,192460310,349,35.0,45.0,19.0,102.0,1.0,56.0,74.0,17.0
661,9412200260,59,1.0,1.0,,7.0,1.0,6.0,41.0,2.0
662,1062100116,0,,,,,,,,
663,6798100662,49,6.0,3.0,12.0,5.0,8.0,8.0,6.0,1.0
664,1775920350,289,19.0,83.0,5.0,87.0,,34.0,54.0,7.0
665,2525500260,139,4.0,28.0,2.0,36.0,1.0,16.0,39.0,13.0
666,6145600041,19,,,3.0,2.0,3.0,4.0,4.0,3.0
667,3300701615,12,2.0,1.0,,1.0,1.0,1.0,2.0,4.0
668,5151600340,22,,5.0,1.0,2.0,1.0,3.0,6.0,4.0
669,7613700521,2,,,,,,,,2.0
670,2710600045,1,,,,,,,,1.0
671,5101405124,45,5.0,3.0,12.0,3.0,10.0,7.0,4.0,1.0
672,6067910030,17,4.0,3.0,1.0,1.0,,3.0,4.0,1.0
673,1959701890,5,,1.0,,1.0,,1.0,,2.0
674,1402200340,1915,114.0,360.0,52.0,461.0,33.0,392.0,328.0,175.0
675,3558900070,38,4.0,4.0,,10.0,2.0,6.0,6.0,6.0
676,7846700310,160,3.0,19.0,11.0,32.0,1.0,17.0,68.0,9.0
677,3348401740,330,30.0,104.0,13.0,87.0,10.0,15.0,26.0,45.0
678,3013300288,1,,,,,,1.0,,
679,7852070060,26,3.0,6.0,,8.0,,,9.0,
680,5029450160,12,,1.0,,,,4.0,5.0,2.0
681,3526069070,64,2.0,13.0,,21.0,,15.0,13.0,
682,5104540240,45,5.0,7.0,1.0,9.0,,9.0,8.0,6.0
683,3438500486,1,1.0,,,,,,,
684,5102400105,36,4.0,2.0,7.0,3.0,9.0,6.0,4.0,1.0
685,2346200030,15,4.0,3.0,1.0,1.0,,3.0,3.0,
686,1321710030,3,,,,,,1.0,2.0,
687,7853290030,53,6.0,13.0,2.0,12.0,,4.0,16.0,
688,1566100400,32,5.0,1.0,8.0,3.0,8.0,5.0,2.0,
689,1775800800,350,22.0,91.0,11.0,105.0,,36.0,78.0,7.0
690,9133600075,928,78.0,306.0,31.0,198.0,21.0,118.0,98.0,78.0
691,5450900060,0,,,,,,,,
692,1402600700,1871,113.0,339.0,50.0,444.0,33.0,384.0,330.0,178.0
693,8024200350,45,5.0,3.0,12.0,3.0,10.0,7.0,4.0,1.0
694,3121500340,138,7.0,34.0,5.0,45.0,1.0,16.0,29.0,1.0
695,7697870860,9,1.0,2.0,1.0,2.0,,3.0,,
696,7527200030,0,,,,,,,,
697,2013200390,1,,,1.0,,,,,
698,766500030,68,3.0,28.0,2.0,15.0,,7.0,10.0,3.0
699,6664000030,0,,,,,,,,
700,9349900105,1,,,,,,1.0,,
701,1895000045,60,,19.0,9.0,10.0,,7.0,10.0,5.0
702,6205500030,0,,,,,,,,
703,7011200260,0,,,,,,,,
704,41000454,1,,,,,,,1.0,
705,7203600550,2,,1.0,,,1.0,,,
706,9477200560,628,61.0,96.0,23.0,150.0,7.0,119.0,141.0,31.0
707,4022907770,2,,,,1.0,,,1.0,
708,5231000060,344,20.0,100.0,11.0,78.0,1.0,49.0,50.0,35.0
709,6055000310,62,1.0,26.0,2.0,11.0,,13.0,6.0,3.0
710,3216900060,292,23.0,63.0,18.0,56.0,4.0,43.0,61.0,24.0
711,7967200060,616,38.0,161.0,10.0,136.0,7.0,77.0,136.0,51.0
712,8077210350,5,,,,1.0,,3.0,1.0,
713,7203000640,23,,6.0,1.0,2.0,1.0,2.0,7.0,4.0
714,2988000070,131,12.0,27.0,4.0,30.0,2.0,16.0,32.0,8.0
715,3832200070,28,,14.0,,3.0,,3.0,5.0,3.0
716,3670500710,1,,,,,,,1.0,
717,8820903380,2,,,,,,1.0,1.0,
718,8820903380,2,,,,,,1.0,1.0,
719,4233400400,7,,4.0,,1.0,,,1.0,1.0
720,3793500550,53,5.0,19.0,2.0,9.0,,11.0,7.0,
721,6431000270,6,,1.0,,1.0,,,1.0,3.0
722,2225059214,0,,,,,,,,
723,7694800270,79,5.0,9.0,,13.0,,11.0,41.0,
724,2171400197,2589,320.0,657.0,97.0,726.0,84.0,241.0,203.0,261.0
725,2473400340,1416,88.0,232.0,40.0,327.0,25.0,343.0,232.0,129.0
726,3530490070,1,,,,1.0,,,,
727,1932300075,4,3.0,,,,,1.0,,
728,2525000510,141,5.0,27.0,2.0,36.0,1.0,18.0,37.0,15.0
729,1853000510,246,4.0,74.0,3.0,63.0,1.0,25.0,66.0,10.0
730,1742800060,1315,108.0,432.0,43.0,287.0,26.0,153.0,149.0,117.0
731,2723089104,174,13.0,31.0,1.0,51.0,,19.0,53.0,6.0
732,2619950350,17,1.0,5.0,,6.0,,3.0,2.0,
733,4021100045,2,,,,1.0,,,1.0,
734,731500200,30,,8.0,,9.0,1.0,5.0,3.0,4.0
735,2591820310,1651,108.0,284.0,57.0,389.0,29.0,376.0,278.0,130.0
736,3626039299,24,2.0,1.0,3.0,2.0,3.0,5.0,4.0,4.0
737,9346980140,158,9.0,42.0,1.0,35.0,1.0,16.0,47.0,7.0
738,6613000140,1,,,,,,,,1.0
739,8159610060,1238,87.0,308.0,21.0,310.0,15.0,152.0,239.0,106.0
740,7830800339,18,2.0,5.0,1.0,4.0,,6.0,,
741,1588600045,16,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0
742,826069046,356,23.0,86.0,7.0,104.0,,64.0,64.0,8.0
743,1771000890,505,21.0,96.0,18.0,141.0,3.0,93.0,120.0,13.0
744,3300701170,12,2.0,1.0,,1.0,1.0,1.0,2.0,4.0
745,7340500270,185,18.0,27.0,7.0,40.0,2.0,16.0,65.0,10.0
746,9277200111,1,,,,,,,,1.0
747,293720140,16,,1.0,,9.0,,2.0,3.0,1.0
748,579003610,6,2.0,1.0,,,1.0,1.0,,1.0
749,1138020200,253,14.0,34.0,7.0,55.0,10.0,59.0,61.0,13.0
750,3432500200,0,,,,,,,,
751,1563102435,8,1.0,,,3.0,,,1.0,3.0
752,3959400710,23,3.0,3.0,4.0,6.0,,2.0,1.0,4.0
753,8682300890,124,4.0,23.0,1.0,50.0,,15.0,29.0,2.0
754,4385700765,1,,,,1.0,,,,
755,5149300200,5,,1.0,,3.0,,1.0,,
756,9323600060,4,,4.0,,,,,,
757,9273200140,1,,,,,,,,1.0
758,9542300320,0,,,,,,,,
759,770000045,145,4.0,46.0,10.0,27.0,,15.0,24.0,19.0
760,6979900390,125,3.0,46.0,1.0,46.0,,16.0,12.0,1.0
761,6379500159,1,,,,,,,,1.0
762,826079094,27,1.0,12.0,1.0,7.0,,5.0,1.0,
763,8856940060,45,4.0,14.0,3.0,7.0,,11.0,6.0,
764,2972300060,29,5.0,5.0,,8.0,,5.0,5.0,1.0
765,3575200070,0,,,,,,,,
766,8146100270,4,1.0,1.0,2.0,,,,,
767,8648200030,92,2.0,34.0,4.0,24.0,,11.0,12.0,5.0
768,208500160,0,,,,,,,,
769,1196003428,2,,1.0,,1.0,,,,
770,5104450990,895,55.0,159.0,23.0,204.0,12.0,238.0,135.0,69.0
771,3343901234,43,4.0,11.0,,8.0,,7.0,11.0,2.0
772,226039214,1,,,,,,,1.0,
773,1623300160,1,,1.0,,,,,,
774,2205500575,173,14.0,37.0,1.0,41.0,1.0,24.0,45.0,10.0
775,4040800810,1,,1.0,,,,,,
776,2612000390,11,1.0,3.0,4.0,1.0,,1.0,1.0,
777,3814400125,18,2.0,4.0,2.0,4.0,1.0,4.0,,1.0
778,7300400060,15,2.0,3.0,1.0,3.0,,5.0,1.0,
779,1954700695,2,,,,,,1.0,,1.0
780,7230200340,535,26.0,157.0,25.0,113.0,3.0,86.0,100.0,25.0
781,3191000240,299,15.0,45.0,12.0,69.0,10.0,62.0,77.0,9.0
782,1139000069,19,,,3.0,2.0,3.0,4.0,4.0,3.0
783,5693500270,4,,1.0,,2.0,,,1.0,
784,686500030,1,,,1.0,,,,,
785,8731901940,10,,2.0,,,,3.0,3.0,2.0
786,2688100071,16,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0
787,2423069155,185,2.0,74.0,,42.0,1.0,33.0,25.0,8.0
788,2329500260,4,,1.0,,1.0,,2.0,,
789,2608300030,1143,81.0,82.0,59.0,312.0,46.0,408.0,87.0,68.0
790,1494300060,65,3.0,9.0,,13.0,,10.0,30.0,
791,7504101230,12,,4.0,,4.0,,1.0,1.0,2.0
792,8081020370,28,2.0,5.0,,4.0,,2.0,15.0,
793,1446800511,997,89.0,200.0,45.0,221.0,27.0,111.0,146.0,158.0
794,1623049062,3,1.0,1.0,,,,,1.0,
795,6145601000,19,,,3.0,2.0,3.0,4.0,4.0,3.0
796,205000520,53,3.0,18.0,,21.0,,3.0,7.0,1.0
797,3885805935,12,,2.0,2.0,2.0,,2.0,3.0,1.0
798,7852020640,6,2.0,,,2.0,,1.0,1.0,
799,6838800140,365,14.0,89.0,8.0,107.0,,38.0,95.0,14.0
800,4083305445,0,,,,,,,,
801,7855801610,43,4.0,13.0,,9.0,,7.0,7.0,3.0
802,7940700260,276,13.0,35.0,14.0,61.0,7.0,61.0,66.0,19.0
803,8854100350,96,9.0,23.0,1.0,24.0,1.0,10.0,22.0,6.0
804,4365200860,962,72.0,110.0,43.0,293.0,26.0,240.0,102.0,76.0
805,3904980030,604,30.0,86.0,43.0,202.0,5.0,82.0,146.0,10.0
806,7843500070,365,24.0,94.0,33.0,95.0,1.0,70.0,34.0,14.0
807,6067900060,16,4.0,3.0,1.0,1.0,,3.0,3.0,1.0
808,7202340960,170,10.0,36.0,4.0,57.0,1.0,17.0,39.0,6.0
809,1786640070,85,3.0,37.0,,23.0,,12.0,10.0,
810,259600260,1,,,1.0,,,,,
811,7234600903,26,4.0,4.0,2.0,5.0,3.0,4.0,,4.0
812,4307350200,29,2.0,9.0,,4.0,,5.0,8.0,1.0
813,3276930400,233,11.0,31.0,14.0,59.0,,30.0,81.0,7.0
814,4045100075,0,,,,,,,,
815,1421069208,10,,4.0,1.0,2.0,,,2.0,1.0
816,4057300200,590,28.0,85.0,39.0,196.0,6.0,81.0,146.0,9.0
817,1922059135,21,2.0,5.0,1.0,4.0,,6.0,3.0,
818,5014600240,16,4.0,3.0,1.0,1.0,,3.0,3.0,1.0
819,1565900070,106,9.0,25.0,6.0,22.0,2.0,13.0,17.0,12.0
820,3121059033,1,,,,1.0,,,,
821,6799300270,79,7.0,20.0,3.0,25.0,1.0,8.0,7.0,8.0
822,2021200370,0,,,,,,,,
823,726049190,1,,,,1.0,,,,
824,726049190,1,,,,1.0,,,,
825,4006000251,46,9.0,4.0,11.0,8.0,4.0,6.0,3.0,1.0
826,3362400640,1,,1.0,,,,,,
827,1610000016,3,1.0,,,,,,2.0,
828,7376300060,1,,,1.0,,,,,
829,7300200550,3,,2.0,,1.0,,,,
830,2061100570,11,2.0,,,2.0,3.0,2.0,2.0,
831,8856890200,415,23.0,122.0,9.0,108.0,2.0,59.0,68.0,24.0
832,8731951670,3,1.0,1.0,,,,,,1.0
833,4037200075,1,,1.0,,,,,,
834,5066400483,485,28.0,134.0,13.0,102.0,9.0,86.0,81.0,32.0
835,4167300310,5,,1.0,,3.0,,1.0,,
836,8682262400,140,4.0,24.0,3.0,54.0,,14.0,39.0,2.0
837,8682262400,140,4.0,24.0,3.0,54.0,,14.0,39.0,2.0
838,6777800160,31,,16.0,,4.0,,3.0,5.0,3.0
839,1402950550,11,2.0,,1.0,3.0,,1.0,3.0,1.0
840,2843200070,470,70.0,88.0,12.0,101.0,2.0,59.0,68.0,70.0
841,6450303785,1,,,,1.0,,,,
842,9429500045,101,3.0,29.0,1.0,18.0,,11.0,33.0,6.0
843,1443300140,67,4.0,23.0,1.0,24.0,,6.0,5.0,4.0
844,108000127,23,2.0,,3.0,2.0,3.0,5.0,4.0,4.0
845,1081300200,530,26.0,152.0,26.0,107.0,3.0,83.0,107.0,26.0
846,8818900060,4,1.0,,,,1.0,,,2.0
847,3395050060,50,5.0,8.0,3.0,14.0,1.0,5.0,12.0,2.0
848,7197350070,52,3.0,1.0,,5.0,,9.0,34.0,
849,9510900270,10,,2.0,,,,3.0,3.0,2.0
850,3905081070,534,29.0,69.0,38.0,162.0,5.0,80.0,140.0,11.0
851,2322069114,132,7.0,35.0,9.0,32.0,1.0,23.0,16.0,9.0
852,5637500070,1,1.0,,,,,,,
853,4164100160,89,6.0,21.0,,21.0,1.0,12.0,22.0,6.0
854,4136890260,1,,,,1.0,,,,
855,3056800160,582,28.0,155.0,33.0,104.0,5.0,98.0,118.0,41.0
