,id,number of crimes,Assault,Breaking & Entering,Drugs,Property Crime,Robbery,Theft,Theft from Vehicle,Theft of Vehicle
4240,6071800100,10,4.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0
4241,4003000110,10,2.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0
4242,925059198,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4243,6072700110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4244,1926069143,370,14.0,81.0,4.0,138.0,1.0,36.0,85.0,11.0
4245,2871000300,49,6.0,5.0,1.0,15.0,0.0,9.0,13.0,0.0
4246,6163900301,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4247,4318200090,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4248,9526600090,118,4.0,13.0,4.0,52.0,1.0,12.0,28.0,4.0
4249,629420100,29,1.0,9.0,2.0,3.0,0.0,3.0,9.0,2.0
4250,6905200215,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4251,7202430110,74,5.0,8.0,0.0,12.0,0.0,11.0,38.0,0.0
4252,87000245,15,3.0,5.0,2.0,2.0,0.0,1.0,2.0,0.0
4253,6667400090,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4254,6802200100,51,1.0,16.0,7.0,9.0,0.0,6.0,9.0,3.0
4255,913000315,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4256,8732030490,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4257,3629920600,7,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0
4258,1524079156,297,26.0,49.0,11.0,88.0,0.0,48.0,61.0,14.0
4259,6450301690,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4260,5309101050,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4261,8857600820,96,3.0,50.0,2.0,14.0,0.0,13.0,6.0,8.0
4262,3500100025,10,0.0,2.0,1.0,3.0,0.0,1.0,3.0,0.0
4263,5152100110,18,0.0,5.0,0.0,1.0,1.0,1.0,6.0,4.0
4264,3298600850,129,7.0,36.0,4.0,28.0,1.0,16.0,26.0,11.0
4265,3856902250,5,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
4266,8887001140,99,7.0,16.0,3.0,30.0,0.0,18.0,19.0,6.0
4267,2621069066,107,20.0,46.0,2.0,16.0,0.0,12.0,5.0,6.0
4268,251620090,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4269,3546000090,5,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
4270,3359500755,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4271,3579800485,159,10.0,33.0,10.0,42.0,3.0,23.0,34.0,4.0
4272,2919201335,8,0.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0
4273,1796370930,81,7.0,24.0,4.0,21.0,1.0,12.0,7.0,5.0
4274,3864000090,6,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
4275,8651100110,5,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
4276,8731730590,43,1.0,15.0,1.0,17.0,0.0,4.0,4.0,1.0
4277,1761100300,12,0.0,1.0,0.0,0.0,0.0,4.0,5.0,2.0
4278,9542800820,10,0.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0
4279,2644900110,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4280,1626069198,151,9.0,41.0,2.0,44.0,0.0,28.0,25.0,2.0
4281,5101408593,50,6.0,3.0,12.0,4.0,10.0,8.0,6.0,1.0
4282,7853270100,36,4.0,7.0,0.0,10.0,0.0,3.0,12.0,0.0
4283,3308030100,31,0.0,7.0,0.0,8.0,2.0,5.0,4.0,5.0
4284,1330280100,6,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0
4285,2212200090,80,7.0,19.0,3.0,23.0,1.0,9.0,10.0,8.0
4286,9264921140,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4287,8902000068,42,5.0,3.0,8.0,3.0,10.0,7.0,5.0,1.0
4288,7338000850,9,0.0,1.0,0.0,3.0,0.0,0.0,2.0,3.0
4289,2770600853,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4290,4239400740,31,1.0,16.0,2.0,2.0,0.0,4.0,3.0,3.0
4291,6184700100,24,2.0,1.0,3.0,2.0,3.0,5.0,4.0,4.0
4292,3157600615,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4293,6145601810,23,0.0,0.0,7.0,2.0,2.0,5.0,4.0,3.0
4294,1235700042,23,3.0,4.0,0.0,6.0,1.0,2.0,2.0,5.0
4295,7781600025,16,1.0,2.0,4.0,4.0,0.0,4.0,0.0,1.0
4296,7116500705,54,5.0,14.0,2.0,11.0,0.0,8.0,11.0,3.0
4297,2320069206,99,8.0,28.0,6.0,16.0,2.0,10.0,19.0,10.0
4298,1794501390,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4299,2122059160,9,0.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0
4300,2421069039,16,0.0,9.0,1.0,2.0,0.0,0.0,4.0,0.0
4301,5452800495,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4302,4024100961,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4303,7857001560,28,3.0,5.0,3.0,8.0,0.0,6.0,0.0,3.0
4304,9540100025,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4305,2473410740,1085,71.0,241.0,22.0,289.0,13.0,134.0,205.0,110.0
4306,2770604365,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4307,173000025,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4308,7853340490,34,8.0,11.0,2.0,3.0,0.0,0.0,8.0,2.0
4309,239000115,8,1.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0
4310,9528101032,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4311,5416100110,47,3.0,18.0,3.0,13.0,1.0,7.0,1.0,1.0
4312,4331000265,21,1.0,1.0,0.0,4.0,0.0,5.0,7.0,3.0
4313,5249803885,4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
4314,7853301390,64,6.0,16.0,3.0,16.0,0.0,6.0,16.0,1.0
4315,1376800025,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4316,7639900025,7,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0
4317,2822059262,23,0.0,11.0,1.0,5.0,0.0,6.0,0.0,0.0
4318,8113100850,8,2.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0
4319,565300110,543,50.0,86.0,18.0,128.0,10.0,118.0,106.0,27.0
4320,1887000100,89,7.0,20.0,1.0,23.0,1.0,9.0,22.0,6.0
4321,8731990090,8,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0
4322,3432500705,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,1015500300,439,36.0,70.0,16.0,100.0,10.0,77.0,101.0,29.0
4324,3972300100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4325,3876300600,405,48.0,62.0,15.0,125.0,4.0,69.0,62.0,20.0
4326,2111010940,9,1.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0
4327,2771102158,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4328,1498304065,7,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0
4329,6150200375,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4330,3343901340,58,3.0,14.0,0.0,9.0,0.0,8.0,22.0,2.0
4331,4037800015,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4332,1626079066,40,2.0,10.0,1.0,5.0,0.0,7.0,15.0,0.0
4333,6200017,61,4.0,39.0,2.0,4.0,0.0,6.0,3.0,3.0
4334,5249805090,4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
4335,4217401055,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
4336,7738500475,9,0.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0
4337,2767603250,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4338,2620069113,43,5.0,18.0,1.0,7.0,0.0,5.0,5.0,2.0
4339,3760500336,74,2.0,14.0,1.0,21.0,1.0,5.0,29.0,1.0
4340,5101404563,40,5.0,3.0,8.0,3.0,10.0,6.0,4.0,1.0
4341,9407000600,186,13.0,29.0,1.0,60.0,0.0,21.0,55.0,7.0
4342,9353300600,360,25.0,97.0,10.0,71.0,2.0,54.0,61.0,40.0
4343,9353300600,360,25.0,97.0,10.0,71.0,2.0,54.0,61.0,40.0
4344,993000090,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4345,1796361140,88,3.0,37.0,4.0,18.0,0.0,13.0,10.0,3.0
4346,1112000031,5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
4347,2822049160,4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
4348,3856904560,5,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
4349,2492200956,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4350,2770604079,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4351,2719100042,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4352,7899800864,3151,279.0,350.0,137.0,912.0,118.0,758.0,270.0,327.0
4353,9485750110,15,4.0,5.0,2.0,1.0,0.0,1.0,2.0,0.0
4354,2024059058,5,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
4355,7977201865,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4356,4232900940,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4357,3364900375,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4358,4151800375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4359,2610100015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4360,8682230590,162,4.0,24.0,4.0,60.0,0.0,32.0,36.0,2.0
4361,3876100940,407,46.0,59.0,16.0,127.0,5.0,71.0,64.0,19.0
4362,1221079058,12,0.0,3.0,2.0,5.0,0.0,0.0,2.0,0.0
4363,2770605550,6,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0
4364,4468400214,23,2.0,2.0,5.0,2.0,3.0,3.0,5.0,1.0
4365,2767705010,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4366,5422560930,79,5.0,9.0,0.0,13.0,0.0,11.0,41.0,0.0
4367,824059211,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4368,6825100015,20,2.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0
4369,4166600115,4,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0
4370,3574801500,278,20.0,35.0,15.0,71.0,4.0,62.0,62.0,9.0
4371,9477001140,605,61.0,93.0,24.0,149.0,5.0,98.0,150.0,25.0
4372,3384300100,193,24.0,44.0,15.0,42.0,1.0,43.0,18.0,6.0
4373,6123600100,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
4374,1311300100,1303,92.0,321.0,22.0,325.0,16.0,157.0,258.0,112.0
4375,3812400854,35,8.0,0.0,12.0,3.0,4.0,4.0,2.0,2.0
4376,1326069188,18,0.0,1.0,0.0,5.0,0.0,6.0,4.0,2.0
4377,3131201865,5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
4378,321059059,82,4.0,30.0,5.0,10.0,0.0,15.0,8.0,10.0
4379,223039330,21,2.0,5.0,0.0,8.0,0.0,1.0,5.0,0.0
4380,7857000900,20,1.0,3.0,2.0,7.0,0.0,4.0,0.0,3.0
4381,8109800110,102,4.0,14.0,4.0,41.0,1.0,11.0,24.0,3.0
4382,5422560900,79,5.0,9.0,0.0,13.0,0.0,11.0,41.0,0.0
4383,3332000195,8,1.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0
4384,2423029245,57,6.0,20.0,2.0,14.0,0.0,10.0,5.0,0.0
4385,8651600110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4386,7902200015,168,11.0,45.0,1.0,48.0,3.0,22.0,25.0,13.0
4387,3523089019,33,2.0,11.0,0.0,8.0,0.0,7.0,3.0,2.0
4388,8827900015,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
4389,9237800100,3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
4390,2724089019,70,3.0,19.0,3.0,15.0,0.0,4.0,24.0,2.0
4391,5416501030,46,5.0,15.0,3.0,6.0,0.0,11.0,6.0,0.0
4392,7211402305,3898,351.0,503.0,158.0,1078.0,140.0,840.0,381.0,447.0
4393,1221059176,273,17.0,90.0,5.0,64.0,0.0,40.0,35.0,22.0
4394,7549802600,45,3.0,6.0,5.0,15.0,0.0,8.0,3.0,5.0
4395,4112100165,7,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0
4396,7518506595,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4397,2767602490,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4398,3821000100,11,1.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0
4399,524069019,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4400,1492800296,8,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0
4401,7855900110,155,15.0,34.0,1.0,40.0,1.0,22.0,34.0,8.0
4402,7853290090,57,6.0,14.0,2.0,13.0,0.0,5.0,17.0,0.0
4403,2123049175,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4404,2025049064,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4405,6046401105,7,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0
4406,3505100756,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4407,5468730110,64,2.0,33.0,4.0,11.0,0.0,7.0,3.0,4.0
4408,5154200015,8,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0
4409,9285800590,9,1.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0
4410,4083304190,4,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
4411,2470100110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4412,7574910490,141,12.0,43.0,1.0,40.0,1.0,22.0,21.0,1.0
4413,868001030,16,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0
4414,8108600464,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4415,3295610490,141,6.0,35.0,7.0,53.0,1.0,6.0,33.0,0.0
4416,5013500110,8,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0
4417,3223069019,174,12.0,73.0,4.0,25.0,2.0,33.0,10.0,15.0
4418,2725069085,20,2.0,1.0,1.0,9.0,0.0,3.0,4.0,0.0
4419,6821600265,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4420,1471701780,194,19.0,58.0,3.0,39.0,2.0,27.0,36.0,10.0
4421,9835800750,16,0.0,4.0,0.0,3.0,0.0,2.0,4.0,3.0
4422,8835900015,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
4423,806800110,9,2.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0
4424,826069002,216,15.0,69.0,6.0,62.0,0.0,23.0,37.0,4.0
4425,2222059064,21,1.0,8.0,1.0,6.0,0.0,5.0,0.0,0.0
4426,7781600100,17,1.0,2.0,4.0,4.0,0.0,4.0,1.0,1.0
4427,4047200265,26,0.0,8.0,0.0,6.0,0.0,4.0,7.0,1.0
4428,2125059013,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4429,2011400583,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4430,3526039160,5,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4431,8718500495,44,3.0,4.0,2.0,12.0,1.0,12.0,7.0,3.0
4432,3815500165,4,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
4433,5104450690,685,26.0,123.0,19.0,147.0,7.0,200.0,116.0,47.0
4434,7202260300,239,13.0,48.0,3.0,70.0,3.0,29.0,66.0,7.0
4435,1423600300,322,12.0,84.0,3.0,71.0,1.0,41.0,71.0,39.0
4436,1796100015,227,14.0,87.0,4.0,50.0,1.0,35.0,29.0,7.0
4437,3874900090,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4438,4232902615,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4439,3585900495,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4440,3790700110,21,0.0,8.0,1.0,5.0,1.0,5.0,0.0,1.0
4441,3626079040,22,2.0,3.0,0.0,11.0,0.0,4.0,1.0,1.0
4442,2461900375,9,2.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0
4443,8651611690,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4444,8682301050,131,5.0,28.0,1.0,51.0,0.0,15.0,29.0,2.0
4445,1858600042,30,0.0,8.0,0.0,9.0,1.0,5.0,3.0,4.0
4446,2767604252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4447,1954700615,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4448,6844702690,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4449,2695600195,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4450,426059055,46,3.0,10.0,2.0,10.0,0.0,7.0,13.0,1.0
4451,1769600147,910,62.0,159.0,19.0,217.0,18.0,219.0,133.0,83.0
4452,9268200300,21,2.0,2.0,3.0,1.0,2.0,4.0,3.0,4.0
4453,3052700855,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4454,9828702262,8,0.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0
4455,1568100386,10,0.0,2.0,1.0,3.0,0.0,1.0,3.0,0.0
4456,4385700735,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4457,3425059206,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4458,6848200018,10,1.0,3.0,1.0,3.0,0.0,0.0,2.0,0.0
4459,3023049256,46,5.0,13.0,0.0,13.0,1.0,3.0,2.0,9.0
4460,4019301500,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4461,402000115,42,8.0,2.0,11.0,8.0,4.0,5.0,3.0,1.0
4462,9206950110,9,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0
4463,8106300820,16,4.0,5.0,2.0,2.0,0.0,1.0,2.0,0.0
4464,8082400011,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4465,7137960110,16,2.0,4.0,1.0,3.0,0.0,3.0,1.0,2.0
4466,546000820,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4467,3330500705,10,1.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0
4468,1454600266,10,0.0,2.0,1.0,3.0,0.0,1.0,3.0,0.0
4469,3335000025,9,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0
4470,1454100056,10,0.0,2.0,1.0,3.0,0.0,1.0,3.0,0.0
4471,5035300090,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4472,7504050090,17,0.0,6.0,0.0,4.0,0.0,1.0,4.0,2.0
4473,408100110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4474,5701700011,236,8.0,37.0,4.0,102.0,2.0,23.0,52.0,8.0
4475,3629970930,115,7.0,13.0,10.0,32.0,3.0,30.0,18.0,2.0
4476,7017200110,23,0.0,0.0,7.0,2.0,2.0,5.0,4.0,3.0
4477,4054500590,127,2.0,27.0,3.0,47.0,1.0,13.0,32.0,2.0
4478,2126059048,377,44.0,57.0,13.0,116.0,2.0,68.0,57.0,20.0
4479,984200590,861,59.0,185.0,33.0,204.0,9.0,153.0,149.0,69.0
4480,9353300090,432,21.0,104.0,31.0,81.0,3.0,68.0,79.0,45.0
4481,7600057,28,4.0,6.0,2.0,5.0,3.0,3.0,0.0,5.0
4482,2919701944,9,0.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0
4483,7202341110,169,10.0,36.0,4.0,56.0,1.0,17.0,39.0,6.0
4484,1122069019,124,5.0,56.0,2.0,24.0,0.0,22.0,9.0,6.0
4485,1565950090,169,15.0,36.0,15.0,34.0,2.0,20.0,39.0,8.0
4486,1724069059,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4487,4137000110,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4488,7849200945,94,8.0,17.0,6.0,13.0,1.0,9.0,34.0,6.0
4489,2397101270,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4490,2726059100,173,17.0,41.0,6.0,57.0,0.0,14.0,27.0,11.0
4491,7202331500,235,16.0,45.0,1.0,71.0,4.0,24.0,68.0,6.0
4492,439000090,20,2.0,1.0,5.0,2.0,5.0,4.0,1.0,0.0
4493,7788000100,80,3.0,22.0,0.0,15.0,1.0,10.0,26.0,3.0
4494,8658300315,90,7.0,21.0,1.0,17.0,2.0,25.0,15.0,2.0
4495,1723049567,11,0.0,0.0,1.0,3.0,1.0,2.0,4.0,0.0
4496,621069039,426,14.0,142.0,9.0,122.0,0.0,66.0,52.0,21.0
4497,6806300750,21,1.0,8.0,1.0,6.0,0.0,2.0,2.0,1.0
4498,1898900100,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4499,2767603931,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4500,6072400820,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4501,1922059396,55,4.0,12.0,2.0,12.0,1.0,8.0,11.0,5.0
4502,8818900300,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
4503,9264910900,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4504,3223039013,493,40.0,73.0,36.0,179.0,2.0,94.0,61.0,8.0
4505,5561300750,216,7.0,82.0,0.0,48.0,1.0,41.0,25.0,12.0
4506,9407111220,181,13.0,27.0,1.0,57.0,0.0,21.0,55.0,7.0
4507,1332200110,61,6.0,12.0,2.0,7.0,1.0,7.0,15.0,11.0
4508,2207200820,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4509,3362400615,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4510,3013300017,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4511,1982200015,4,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
4512,7140700300,163,18.0,44.0,12.0,36.0,0.0,34.0,14.0,5.0
4513,9363600457,16,2.0,3.0,2.0,4.0,1.0,3.0,0.0,1.0
4514,1245001220,27,2.0,3.0,2.0,7.0,1.0,3.0,4.0,5.0
4515,723049333,2549,226.0,416.0,107.0,640.0,72.0,354.0,318.0,416.0
4516,7853301220,56,4.0,15.0,2.0,14.0,0.0,6.0,15.0,0.0
4517,8665900336,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4518,1591000015,4080,357.0,567.0,161.0,1106.0,141.0,842.0,414.0,492.0
4519,7972601270,498,53.0,34.0,24.0,93.0,24.0,211.0,28.0,31.0
4520,1221039156,5,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
4521,993001332,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4522,7748000025,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4523,7871500485,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4524,1370802540,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4525,1839500115,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4526,4389201064,4,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
4527,1545805820,53,4.0,16.0,2.0,9.0,0.0,12.0,9.0,1.0
4528,273800100,55,4.0,12.0,2.0,12.0,1.0,8.0,11.0,5.0
4529,7663700654,11,0.0,2.0,1.0,3.0,0.0,1.0,4.0,0.0
4530,3751606513,366,24.0,127.0,2.0,55.0,3.0,57.0,69.0,29.0
4531,399000025,2219,256.0,577.0,86.0,607.0,79.0,212.0,184.0,218.0
4532,7130300785,709,58.0,176.0,23.0,201.0,10.0,79.0,86.0,76.0
4533,3818700123,3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
4534,7891600245,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4535,5556300076,11,0.0,0.0,1.0,2.0,0.0,4.0,4.0,0.0
4536,3421069118,114,6.0,56.0,2.0,19.0,0.0,18.0,7.0,6.0
4537,7280300042,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4538,9368700031,867,83.0,214.0,33.0,261.0,27.0,78.0,79.0,92.0
4539,3223069118,165,9.0,64.0,3.0,32.0,2.0,28.0,12.0,15.0
4540,2522029039,29,2.0,8.0,1.0,10.0,0.0,6.0,1.0,1.0
4541,7977200590,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4542,3124089086,236,28.0,17.0,18.0,62.0,1.0,48.0,48.0,14.0
4543,1568100215,10,0.0,2.0,1.0,3.0,0.0,1.0,3.0,0.0
4544,5364200649,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
4545,2771601730,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4546,7201800300,13,1.0,0.0,0.0,3.0,0.0,1.0,8.0,0.0
4547,7224500300,264,30.0,64.0,10.0,55.0,5.0,35.0,37.0,28.0
4548,3876312350,516,59.0,75.0,19.0,133.0,5.0,89.0,119.0,17.0
4549,853000261,79,4.0,17.0,7.0,17.0,2.0,9.0,14.0,9.0
4550,7165700110,49,10.0,5.0,10.0,9.0,4.0,7.0,3.0,1.0
4551,5708500208,9,1.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0
4552,5014000215,8,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0
4553,2126079014,69,4.0,22.0,1.0,17.0,1.0,14.0,8.0,2.0
4554,5595900090,83,5.0,22.0,7.0,16.0,2.0,8.0,16.0,7.0
4555,1445500100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4556,4270600025,2610,241.0,583.0,73.0,550.0,43.0,298.0,402.0,420.0
4557,3546000490,7,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0
4558,423049067,691,85.0,141.0,18.0,151.0,7.0,93.0,99.0,97.0
4559,9272201250,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4560,3226049184,49,6.0,3.0,12.0,4.0,10.0,7.0,6.0,1.0
4561,5381000082,3,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
4562,475000750,4,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
4563,1900000195,21,2.0,1.0,0.0,3.0,0.0,4.0,8.0,3.0
4564,5162100820,22,0.0,6.0,1.0,2.0,1.0,1.0,7.0,4.0
4565,6113400047,26,3.0,11.0,0.0,9.0,0.0,1.0,0.0,2.0
4566,7460000015,28,2.0,6.0,3.0,8.0,1.0,3.0,5.0,0.0
4567,7202340820,222,10.0,48.0,4.0,65.0,3.0,23.0,63.0,6.0
4568,5393601690,8,1.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0
4569,7686203275,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4570,2490200165,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4571,597000195,5,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
